epoch,lr,train_loss,train_accuracy,train_error,val_loss,val_accuracy,val_error,epoch_seconds
1,0.001,1.7467130931006538,0.41404444444444444,0.5859555555555556,1.4763738162994384,0.5514,0.4486,3.2608595425263047
2,0.000998794204878613,1.4600441373613147,0.5639111111111111,0.43608888888888886,1.3507038606643678,0.6172,0.38280000000000003,2.7571194348856807
3,0.0009951826940270774,1.346094449657864,0.6180222222222223,0.38197777777777775,1.3237070835113525,0.631,0.369,2.656372493132949
4,0.000989183062363234,1.2695304991616143,0.6516666666666666,0.3483333333333334,1.2172782472610473,0.6668,0.33320000000000005,2.7626057686284184
5,0.000980824539489468,1.2121922416475084,0.6805777777777777,0.3194222222222223,1.1541576950073242,0.7018,0.2982,2.6545259449630976
6,0.0009701478472890248,1.1658492760128445,0.7006222222222223,0.29937777777777774,1.1605272087097167,0.6992,0.30079999999999996,2.8572969855740666
7,0.0009572050015330875,1.1314922223832873,0.7157333333333333,0.28426666666666667,1.1063831884384154,0.7344,0.26559999999999995,2.576777226291597
8,0.000942059058465169,1.0937847517437405,0.7355777777777778,0.2644222222222222,1.0630304889678954,0.7526,0.24739999999999995,2.7164754811674356
9,0.0009247838075974309,1.064927733209398,0.7479777777777777,0.25202222222222226,1.0547595216751098,0.7518,0.24819999999999998,2.6586287217214704
10,0.000905463412215599,1.0421266424920823,0.7581333333333333,0.24186666666666667,1.028992915534973,0.768,0.23199999999999998,2.728253174573183
11,0.0008841919993438941,1.0189132179896037,0.7689333333333334,0.23106666666666664,1.0332387128829956,0.7688,0.23119999999999996,2.7491157902404666
12,0.0008610732011676323,0.9974870777977838,0.7782222222222223,0.22177777777777774,0.9988252189636231,0.776,0.22399999999999998,2.575844654813409
13,0.0008362196501476349,0.9769284800211588,0.7907777777777778,0.2092222222222222,0.9960366245269775,0.7808,0.21919999999999995,2.4729847125709057
14,0.0008097524302862008,0.9561324517461989,0.8006888888888889,0.1993111111111111,0.985342503452301,0.786,0.21399999999999997,2.7679542656987906
15,0.0007818004872180196,0.9425725081337822,0.8038888888888889,0.19611111111111112,0.9546655745506286,0.7952,0.20479999999999998,2.783453794196248
