epoch,lr,train_loss,train_accuracy,train_error,val_loss,val_accuracy,val_error,epoch_seconds
1,0.001,1.7374319985495674,0.36575555555555556,0.6342444444444444,1.4689444284439086,0.4596,0.5404,2.7231403226032853
2,0.000998794204878613,1.4671921032163833,0.46604444444444443,0.5339555555555555,1.3454802238464356,0.5146,0.48540000000000005,2.43591346219182
3,0.0009951826940270774,1.3515131476296318,0.5113111111111112,0.48868888888888884,1.2308216175079345,0.5544,0.4456,2.5130923269316554
4,0.000989183062363234,1.2542625738355848,0.5504222222222223,0.44957777777777774,1.1585982061386109,0.5868,0.4132,2.6863369904458523
5,0.000980824539489468,1.185658762465583,0.5751777777777778,0.4248222222222222,1.101278964996338,0.6042,0.39580000000000004,2.4193993769586086
6,0.0009701478472890248,1.1199853914684719,0.5999555555555556,0.4000444444444444,1.0825757442474366,0.6106,0.38939999999999997,2.3675509095191956
7,0.0009572050015330875,1.0799423625310263,0.6142222222222222,0.3857777777777778,1.0313265201568604,0.6328,0.36719999999999997,2.520784828811884
8,0.000942059058465169,1.0384342218399047,0.6316666666666667,0.3683333333333333,1.0047971214294433,0.644,0.356,2.403534564189613
9,0.0009247838075974309,1.0068176266034443,0.6438222222222222,0.3561777777777778,0.9359674165725708,0.6688,0.33120000000000005,2.3210421605035663
10,0.000905463412215599,0.979636522632175,0.6518,0.34819999999999995,0.9048355587005615,0.6832,0.31679999999999997,2.267650100402534
11,0.0008841919993438941,0.9628905021031697,0.6563111111111111,0.34368888888888893,0.9128896768569946,0.6706,0.3294,2.3223370760679245
12,0.0008610732011676323,0.9298175213495891,0.6685333333333333,0.3314666666666667,0.8860570699691772,0.687,0.31299999999999994,2.398677616380155
13,0.0008362196501476349,0.9156957434018453,0.6742888888888889,0.32571111111111106,0.8833009315490723,0.685,0.31499999999999995,2.3195903627201915
14,0.0008097524302862008,0.8971312680986192,0.6823333333333333,0.31766666666666665,0.8720016484260559,0.6886,0.3114,2.3812978891655803
15,0.0007818004872180196,0.8791620494418674,0.6901333333333334,0.3098666666666666,0.8410334040641785,0.7096,0.2904,2.5194593211635947
16,0.0007525,0.8645674265119765,0.6951555555555555,0.3048444444444445,0.8367966227531433,0.7,0.30000000000000004,2.2820875383913517
17,0.0007219937176605934,0.8526323795848423,0.6987333333333333,0.3012666666666667,0.8255478317260743,0.7052,0.29479999999999995,2.314281309954822
18,0.0006904302637408765,0.8369423662715488,0.7042666666666667,0.2957333333333333,0.8224653527259826,0.7034,0.2966,2.3947242349386215
19,0.000657963412215599,0.8276659363958571,0.7068666666666666,0.29313333333333336,0.793207917881012,0.7148,0.2852,2.38438786752522
20,0.0006247513383218356,0.816509655878279,0.7126,0.2874,0.7938580575942993,0.72,0.28,2.3370987866073847
21,0.0005909558479451307,0.8058209733539158,0.7126,0.2874,0.7977754978179932,0.7172,0.28280000000000005,2.347013552673161
22,0.0005567415893174886,0.79388929049174,0.7195555555555555,0.2804444444444445,0.7880339970588685,0.717,0.28300000000000003,2.445353106595576
23,0.0005222752508677381,0.7868730095969306,0.7226222222222223,0.2773777777777777,0.7705037178039551,0.7262,0.27380000000000004,2.4763294318690896
24,0.0004877247491322622,0.7767033378813002,0.7242888888888889,0.27571111111111113,0.7743845149040223,0.7236,0.2764,2.4087473964318633
25,0.00045325841068251166,0.7699328538470798,0.7287111111111111,0.2712888888888889,0.7684117036819458,0.7326,0.26739999999999997,2.437511489726603
26,0.00041904415205486954,0.7652752377616034,0.7311555555555556,0.26884444444444444,0.7575952491760254,0.7378,0.2622,2.3949982868507504
27,0.00038524866167816444,0.7508481893963284,0.7339555555555556,0.2660444444444444,0.75845224609375,0.7326,0.26739999999999997,2.380616193637252
28,0.0003520365877844011,0.745195261224111,0.7369777777777777,0.26302222222222227,0.7488738702774048,0.7384,0.26160000000000005,2.3379855137318373
29,0.00031956973625912356,0.7431901149961684,0.7388,0.2612,0.7496170077323914,0.7404,0.25960000000000005,2.3971135513857007
30,0.0002880062823394067,0.7350048287709554,0.7391777777777778,0.2608222222222222,0.7459247550964355,0.7368,0.2632,2.3485018871724606
31,0.00025750000000000013,0.7247255336549547,0.7433555555555555,0.25664444444444445,0.74363584690094,0.7362,0.26380000000000003,2.438756656832993
32,0.00022819951278198037,0.7199528947194417,0.7456666666666667,0.2543333333333333,0.7381778882026673,0.7442,0.2558,2.4797661351040006
33,0.00020024756971379914,0.7173354555765787,0.7472222222222222,0.25277777777777777,0.7281042956352234,0.7414,0.25860000000000005,2.2769155129790306
34,0.00017378034985236516,0.7137545750194125,0.7486666666666667,0.2513333333333333,0.7366994005203247,0.7394,0.26060000000000005,2.3220300106331706
35,0.00014892679883236765,0.7107086103545295,0.7496444444444444,0.25035555555555555,0.7226380053520203,0.745,0.255,2.4086017990484834
36,0.00012580800065610593,0.7030437691052754,0.7548222222222222,0.24517777777777783,0.7189270168304444,0.747,0.253,2.3545986423268914
37,0.00010453658778440106,0.6963921149359809,0.7554888888888889,0.24451111111111112,0.721181862449646,0.7442,0.2558,2.3145671989768744
38,8.521619240256914e-05,0.7006396169344584,0.7548666666666667,0.24513333333333331,0.7160696600914002,0.7464,0.25360000000000005,2.286924491636455
39,6.794094153483125e-05,0.6924796506034003,0.7564,0.24360000000000004,0.7181823678970337,0.747,0.253,2.253113974817097
40,5.279499846691263e-05,0.689293602265252,0.7583111111111112,0.24168888888888884,0.7151475067138672,0.7444,0.25560000000000005,2.7289659306406975
41,3.9852152710975386e-05,0.6944280861430698,0.7539111111111111,0.2460888888888889,0.7175532990455628,0.7466,0.25339999999999996,2.37823096010834
42,2.917546051053226e-05,0.6909637689060635,0.7544888888888889,0.24551111111111112,0.7159859469413757,0.747,0.253,2.392803229391575
43,2.0816937636766188e-05,0.6909697347746955,0.7565555555555555,0.24344444444444446,0.7125238711357117,0.7502,0.24980000000000002,2.5611212765797973
44,1.4817305972922728e-05,0.6933260043991937,0.7549777777777777,0.24502222222222225,0.7128729839324951,0.7458,0.2542,2.4820657717064023
45,1.1205795121387023e-05,0.6888145097202725,0.7566222222222222,0.2433777777777778,0.7158161321640014,0.7478,0.2522,2.3645782992243767
