epoch,lr,train_loss,train_accuracy,train_error,val_loss,val_accuracy,val_error,epoch_seconds
1,0.001,1.3522067253112793,0.5054444444444445,0.4945555555555555,1.2780802564620972,0.5682,0.43179999999999996,2.847943527624011
2,0.000998794204878613,0.9443381252394782,0.6643333333333333,0.33566666666666667,1.1121311767578126,0.6342,0.3658,2.3471222734078765
3,0.0009951826940270774,0.7927041128688388,0.7209333333333333,0.2790666666666667,1.0882370012283324,0.6524,0.3476,2.291048555634916
4,0.000989183062363234,0.673040930779775,0.7656888888888889,0.23431111111111114,0.7922636130332946,0.7388,0.2612,2.3311442462727427
5,0.000980824539489468,0.6034207891782125,0.7916222222222222,0.20837777777777777,1.5958322198867798,0.6088,0.3912,2.255459303036332
6,0.0009701478472890248,0.547929081969791,0.8118888888888889,0.18811111111111112,0.6410978052139282,0.788,0.21199999999999997,2.2436649054288864
7,0.0009572050015330875,0.5016015834278531,0.8275555555555556,0.1724444444444444,0.5681334144592285,0.8098,0.19020000000000004,2.133045671507716
8,0.000942059058465169,0.47121667271720036,0.8382,0.16180000000000005,0.6712513426780701,0.7782,0.2218,2.267721760086715
9,0.0009247838075974309,0.4328365453031328,0.851,0.14900000000000002,0.7186932591438293,0.785,0.21499999999999997,2.2814060477539897
10,0.000905463412215599,0.4099601565996806,0.858,0.14200000000000002,0.5817747072219849,0.815,0.18500000000000005,2.312933774664998
11,0.0008841919993438941,0.3884800692770216,0.8670888888888889,0.1329111111111111,0.49609754095077513,0.8384,0.16159999999999997,2.2213519467040896
12,0.0008610732011676323,0.3656086981614431,0.8739555555555556,0.1260444444444444,0.5468387212753296,0.8244,0.17559999999999998,2.2813749155029655
13,0.0008362196501476349,0.3425379903793335,0.8824666666666666,0.11753333333333338,0.6765500622749329,0.8036,0.19640000000000002,2.2361552864313126
14,0.0008097524302862008,0.3243184262063768,0.8878,0.11219999999999997,0.4783900680541992,0.8426,0.15739999999999998,2.170804750174284
15,0.0007818004872180196,0.3078080235534244,0.8946444444444445,0.10535555555555554,0.5471692381858826,0.8254,0.17459999999999998,2.3082259967923164
16,0.0007525,0.2903159350660112,0.8997777777777778,0.10022222222222221,0.4628768313884735,0.858,0.14200000000000002,2.2616780437529087
17,0.0007219937176605934,0.27640981996854147,0.9033555555555556,0.09664444444444442,0.4277375747680664,0.8638,0.1362,2.2999897385016084
18,0.0006904302637408765,0.26533929551442464,0.9084444444444445,0.0915555555555555,0.5568539647102356,0.8358,0.1642,2.3333041528239846
19,0.000657963412215599,0.24797747937838235,0.9155777777777778,0.08442222222222218,0.43254884867668153,0.8634,0.13660000000000005,2.235351786017418
20,0.0006247513383218356,0.2331925752401352,0.9196666666666666,0.08033333333333337,0.4859826752662659,0.849,0.15100000000000002,2.1259136218577623
21,0.0005909558479451307,0.21925393345355987,0.9240666666666667,0.0759333333333333,0.4402939251899719,0.8646,0.13539999999999996,2.233992798253894
22,0.0005567415893174886,0.20820209080378216,0.9275111111111111,0.07248888888888894,0.41751979546546936,0.8796,0.12039999999999995,2.21723522990942
23,0.0005222752508677381,0.19673484982649486,0.9315333333333333,0.06846666666666668,0.4024472444057465,0.8764,0.12360000000000004,2.2731964718550444
24,0.0004877247491322622,0.18935569728480445,0.9348,0.06520000000000004,0.4054822392463684,0.8798,0.12019999999999997,2.2656234353780746
25,0.00045325841068251166,0.16983893555005392,0.9410666666666667,0.05893333333333328,0.45813292450904847,0.8704,0.12960000000000005,2.197221669368446
26,0.00041904415205486954,0.16019609342151217,0.9441333333333334,0.05586666666666662,0.38191031336784365,0.8864,0.11360000000000003,2.1745448326691985
27,0.00038524866167816444,0.15224616198274823,0.9477111111111111,0.05228888888888894,0.4522055875778198,0.8746,0.12539999999999996,2.310408257879317
28,0.0003520365877844011,0.1419911463128196,0.9502888888888888,0.04971111111111115,0.38450379061698914,0.8894,0.11060000000000003,2.3158244267106056
29,0.00031956973625912356,0.13173150403764514,0.9536666666666667,0.04633333333333334,0.4050864846229553,0.8884,0.11160000000000003,2.282580570317805
30,0.0002880062823394067,0.12183919396532907,0.9586444444444444,0.04135555555555559,0.44934490966796875,0.8746,0.12539999999999996,2.3992913337424397
31,0.00025750000000000013,0.11417566400898828,0.9617555555555556,0.038244444444444414,0.3895326282501221,0.89,0.10999999999999999,2.3235624581575394
32,0.00022819951278198037,0.10682381214433247,0.9630444444444445,0.03695555555555552,0.36317858300209044,0.9,0.09999999999999998,2.1701544113457203
33,0.00020024756971379914,0.10236703884336683,0.9645777777777778,0.035422222222222244,0.3917272180557251,0.8946,0.10540000000000005,2.187455956824124
34,0.00017378034985236516,0.09449799882305993,0.9678666666666667,0.03213333333333335,0.3933897274017334,0.8938,0.10619999999999996,2.245499160140753
35,0.00014892679883236765,0.08568469951020347,0.9711777777777778,0.028822222222222194,0.3766969392299652,0.9012,0.0988,2.3357686791568995
36,0.00012580800065610593,0.08252136251595285,0.9721777777777778,0.027822222222222193,0.38316805119514463,0.8966,0.10340000000000005,2.294150937348604
37,0.00010453658778440106,0.07577571152051289,0.9747555555555556,0.025244444444444403,0.3804009172916412,0.8994,0.10060000000000002,2.2794878343120217
38,8.521619240256914e-05,0.07001898821327421,0.9764222222222222,0.02357777777777781,0.3716423996448517,0.9004,0.09960000000000002,2.28972231131047
39,6.794094153483125e-05,0.0699619826025433,0.9762888888888889,0.023711111111111127,0.3749152356624603,0.9004,0.09960000000000002,2.2565920455381274
40,5.279499846691263e-05,0.06712462748024199,0.9779111111111111,0.022088888888888936,0.3801709478855133,0.9008,0.09919999999999995,2.270366609096527
41,3.9852152710975386e-05,0.06366204592188199,0.9790888888888889,0.020911111111111103,0.376013169670105,0.9018,0.09819999999999995,2.2946331230923533
42,2.917546051053226e-05,0.06154584872457716,0.9794666666666667,0.020533333333333292,0.375514567899704,0.9008,0.09919999999999995,2.4627642380073667
43,2.0816937636766188e-05,0.05953321557574802,0.9804,0.01959999999999995,0.372332701253891,0.9034,0.09660000000000002,2.3628857228904963
44,1.4817305972922728e-05,0.05879884800083107,0.9805777777777778,0.01942222222222223,0.3745348904132843,0.9028,0.09719999999999995,2.2530540814623237
45,1.1205795121387023e-05,0.05849749758839607,0.9808222222222223,0.019177777777777738,0.37063948764801025,0.9028,0.09719999999999995,2.125768859870732
